Company Name,Company Page URL,Engagement Level,Organic Impressions,Organic Engagements,Paid Impressions,Paid Clicks,Paid Engagements,Paid Conversions,Paid Leads,Paid Qualified Leads
"Sahlgrenska University Hospital",https://www.linkedin.com/company/sahlgrenska-universitetssjukhuset,High,47,46,159,,,,,
"Blekinge Tekniska Högskola",https://www.linkedin.com/company/blekinge-institute-of-technology,Very High,165,170,159,,7,,,
"Sveriges Radio",https://www.linkedin.com/company/sveriges-radio,Very High,146,138,159,,7,,,
"Sysav",https://www.linkedin.com/company/sysav,Very High,280,293,158,,9,,,
"Scandic Hotels",https://www.linkedin.com/company/scandic-hotels,Very High,167,180,157,,9,,,
"Svenska Fotbollförbundet",https://www.linkedin.com/company/svenska-fotbollforbundet,Very High,115,114,156,,3,,,
"EC Utbildning",https://www.linkedin.com/company/ec-utbildning,Very High,58,58,155,,8,,,
"Cornerstone Group AB",https://www.linkedin.com/company/cornerstonegroupab,Very Low,,,155,,,,,
"Mannheimer Swartling",https://www.linkedin.com/company/mannheimer-swartling,High,27,24,155,3,10,,,
"Institutet för mänskliga rättigheter",https://www.linkedin.com/company/institutet-for-manskliga-rattigheter,High,43,41,154,,9,,,
"Trollhättans Stad",https://www.linkedin.com/company/trollhattansstad,Very High,196,208,154,,,,,
"Arjo",https://www.linkedin.com/company/arjoglobal,Very High,132,134,152,,6,,,
"Hyresgästföreningen",https://www.linkedin.com/company/hyresgastforeningen,Very High,56,54,152,,6,,,
"H&M",https://www.linkedin.com/company/h&m,Very High,257,241,152,,4,,,
"Invite Sports",https://www.linkedin.com/company/inviteas,Very Low,,,151,,,,,
"EnRival AB- Din framtid börjar här!",https://www.linkedin.com/company/enrival-ab,Very High,70,67,151,3,5,,,
"Stegra",https://www.linkedin.com/company/stegraab,Low,8,3,150,,4,,,
"Cup Manager",https://www.linkedin.com/company/cup-manager,Low,5,4,150,,,,,
"Rejlers",https://www.linkedin.com/company/rejlers,Very High,356,348,150,,7,,,
"E.ON ENERGIDISTRIBUTION AB",https://www.linkedin.com/company/e.on-energidistribution-ab,Very High,130,133,149,,3,,,
"Perstorps kommun",https://www.linkedin.com/company/perstorps-kommun,Very High,45,45,149,4,15,,,
"Willys",https://www.linkedin.com/company/willys-axfood,Very High,233,237,149,,7,,,
"Bravida",https://www.linkedin.com/company/bravida,Very High,113,102,149,3,6,,,
"Kenvue",https://www.linkedin.com/company/kenvue,High,32,34,148,,,,,
"Lime Technologies",https://www.linkedin.com/company/limetechnologies,Very High,70,71,148,,3,,,
"Combitech",https://www.linkedin.com/company/combitech-ab,Very High,60,70,148,,,,,
"Eslövs folkhögskola",https://www.linkedin.com/company/eslövs-folkhögskola,Very High,208,214,147,7,34,,,
"Region Blekinge",https://www.linkedin.com/company/regionblekinge,High,36,37,147,,5,,,
"PwC",https://www.linkedin.com/company/pwc,Very High,228,194,147,,5,,,
"akea group",https://www.linkedin.com/company/akea-group,Very High,279,290,145,,10,,,
"Orkla Foods",https://www.linkedin.com/company/orkla-foods-europe,Very Low,,,144,,,,,
"Nexer Group",https://www.linkedin.com/company/nexer-group,Very High,211,219,144,,5,,,
"PostNord",https://www.linkedin.com/company/postnord-logistics,Very High,282,261,144,,11,,,
"Språkservice Sverige AB",https://www.linkedin.com/company/spr-kservice-sverige-ab,Very High,463,477,144,,13,,,
"TurnTime Technologies",https://www.linkedin.com/company/turntime-technologies,Very Low,,,143,,,,,
"GetAccept",https://www.linkedin.com/company/getaccept,Medium,14,17,143,,,,,
"King",https://www.linkedin.com/company/king,High,52,51,143,,,,,
"Kungälvs kommun",https://www.linkedin.com/company/kungalvs-kommun,High,32,35,143,,,,,
"TUC Yrkeshögskola",https://www.linkedin.com/company/tuc-yrkeshogskola,High,36,38,142,,12,,,
"Wihlborgs Fastigheter",https://www.linkedin.com/company/wihlborgs-fastigheter,Very High,287,292,142,,11,,,
"NSVA - Nordvästra Skånes Vatten och Avlopp",https://www.linkedin.com/company/nsva,Very High,152,156,142,,8,,,
"Helsingborgshem",https://www.linkedin.com/company/ab-helsingborgshem,Very High,68,66,142,,8,,,
"Procurator AB (Sweden)",https://www.linkedin.com/company/procurator,High,40,41,141,,3,,,
"Mamta Health Institute for Mother and Child",https://www.linkedin.com/company/mamta-health-institute-for-mother-and-child,Very Low,,,140,,,,,
"Pysslingen Förskolor",https://www.linkedin.com/company/pysslingen-forskolor,High,103,34,139,3,15,,,
"BDO Sverige",https://www.linkedin.com/company/bdosverige,High,19,19,139,,9,,,
"Thule Group",https://www.linkedin.com/company/thule,Very High,140,150,139,,3,,,
"Statlig myndighet",https://www.linkedin.com/company/statlig-myndighet,Very High,84,80,138,,4,,,
"Bookboost",https://www.linkedin.com/company/bookboost,Low,5,4,137,,,,,
"Newton Kompetensutveckling",https://www.linkedin.com/company/newton-kompetensutveckling,Very High,271,272,136,,9,,,
"Region Kalmar län",https://www.linkedin.com/company/regionkalmar-se,Very High,74,75,134,,3,,,
"Truly Labs",https://www.linkedin.com/company/truly-labs-ab,Very Low,,,133,,,,,
"Hovrätten över Skåne och Blekinge",https://www.linkedin.com/company/hovrätten-över-skåne-och-blekinge,Very High,61,60,132,7,10,,,
"Falck",https://www.linkedin.com/company/falck,Very High,92,98,132,,9,,,
"Telia",https://www.linkedin.com/company/teliacompany,Very High,100,99,132,,8,,,
"Frilans Finans Sverige AB",https://www.linkedin.com/company/frilans-finans-sverige-ab,Very High,157,145,131,,5,,,
"Assemblin",https://www.linkedin.com/company/assemblin,Very High,127,128,131,,,,,
"BoxonTech",https://www.linkedin.com/company/boxontech,Very High,48,48,130,,,,,
"Dynamic Dog (DD)",https://www.linkedin.com/company/dynamic-dog,Medium,12,12,130,,,,,
"Telavox",https://www.linkedin.com/company/telavox,Very High,41,48,130,,7,,,
"MEKO",https://www.linkedin.com/company/mekoab,Very High,152,156,130,,7,,,
"Ronneby kommun",https://www.linkedin.com/company/ronneby-kommun,High,35,39,130,,5,,,
"Schneider Electric",https://www.linkedin.com/company/schneider-electric,Very High,170,177,130,,,,,
"Orkla Foods Sverige",https://www.linkedin.com/company/orkla-foods-sweden,Very High,142,160,129,,8,,,
"AWA",https://www.linkedin.com/company/awagroup,Very High,129,132,129,,4,,,
"Medicinska fakulteten, Lunds universitet",https://www.linkedin.com/company/medicinska-fakulteten-lunds-universitet,Very High,245,251,128,,,,,
"Raoul Wallenberg Institute",https://www.linkedin.com/company/raoul-wallenberg-institute,High,22,22,128,,3,,,
"Qlik",https://www.linkedin.com/company/qlik,High,35,35,128,,,,,
"Danske Bank",https://www.linkedin.com/company/danskebank,Very High,81,62,128,,4,,,
"Frigoscandia",https://www.linkedin.com/company/frigoscandia,High,23,26,127,,,,,
"Fellowmind",https://www.linkedin.com/company/fellowmind,Very High,57,55,127,4,11,,,
"Hedin Automotive Sverige",https://www.linkedin.com/company/hedinautomotivesverige,Very High,99,111,126,,,,,
"Skellefteå kommun",https://www.linkedin.com/company/skellefteakommun,High,29,32,126,,5,,,
"Apple",https://www.linkedin.com/company/apple,Very High,66,62,126,,4,,,
"IO Interactive",https://www.linkedin.com/company/iointeractive,Very Low,,,126,,,,,
"JYSK",https://www.linkedin.com/company/jysk,Very High,128,135,126,,10,,,
"Castra",https://www.linkedin.com/company/castra-ab,Very High,102,99,125,,,,,
"Volvo Group",https://www.linkedin.com/company/volvo-group,Very High,59,60,125,,,,,
"HSB Skåne",https://www.linkedin.com/company/hsbskane,Very High,171,171,124,,3,,,
"Uddevalla kommun",https://www.linkedin.com/company/uddevallakommun,Very High,66,77,124,,,,,
"Upplands-Bro kommun",https://www.linkedin.com/company/upplandsbrokommun,Very High,59,53,124,,3,,,
"IIIEE at Lund University",https://www.linkedin.com/company/iiiee-lund-university,High,39,28,124,,,,,
"Ahlsell Sverige AB",https://www.linkedin.com/company/ahlsell-ab,Very High,100,101,124,,11,,,
"Knightec Group",https://www.linkedin.com/company/knightecgroup,Very High,48,50,123,,3,,,
"Stena Fastigheter",https://www.linkedin.com/company/stena-fastigheter,Very High,254,251,123,,10,,,
"Elite Hotels of Sweden AB",https://www.linkedin.com/company/elite-hotels-of-sweden-ab,Very High,78,81,123,,3,,,
"Loyola University Chicago",https://www.linkedin.com/company/loyola-university-chicago,Very Low,,,123,,,,,
"Pensionsmyndigheten",https://www.linkedin.com/company/pensionsmyndigheten,Very High,37,44,122,,9,,,
"Kjell & Company",https://www.linkedin.com/company/kjell-&-company,Very High,115,116,122,,4,,,
"Sundbybergs stad",https://www.linkedin.com/company/sundbybergs-stad,Very High,131,143,122,,,,,
"Uniper",https://www.linkedin.com/company/uniper-se,Very High,170,176,121,3,9,,,
"Universitets- och högskolerådet (UHR)",https://www.linkedin.com/company/universitets-och-hogskoleradet,High,23,22,121,,5,,,
"Medborgarskolan",https://www.linkedin.com/company/medborgarskolan,Very High,123,124,121,,8,,,
"TRR",https://www.linkedin.com/company/trr-se,Very High,75,60,121,,8,,,
"White Arkitekter",https://www.linkedin.com/company/whitearkitekter,Very High,273,300,120,,12,,,
"Orange Cyberdefense",https://www.linkedin.com/company/orange-cyberdefense,Very High,63,53,120,,3,,,
"Ledarna – Sveriges chefsorganisation",https://www.linkedin.com/company/ledarna,Very High,35,38,120,,11,,,
"Förvaltningsrätten i Malmö",https://www.linkedin.com/company/förvaltningsrätten-i-malmö,Very High,115,116,119,,4,,,
"JENSEN education",https://www.linkedin.com/company/jensen-education,Very High,326,309,119,,8,,,
"Coor",https://www.linkedin.com/company/coor-service-management,Very High,81,86,119,,4,,,
"Scania Group",https://www.linkedin.com/company/scania,Very High,48,45,119,,,,,
"Atos Medical",https://www.linkedin.com/company/atosmedicalcom,Very High,41,45,118,,,,,
"Apotek Hjärtat",https://www.linkedin.com/company/apotekhjartat,Very High,69,66,118,,,,,
"Socialstyrelsen",https://www.linkedin.com/company/socialstyrelsen,Very High,65,66,118,,,,,
"YH Akademin",https://www.linkedin.com/company/yhakademin,Very High,127,130,117,,,,,
"Voyado",https://www.linkedin.com/company/voyadoab,Very High,103,103,117,,,,,
"Specialfastigheter Sverige AB",https://www.linkedin.com/company/specialfastigheter-sverige-ab,High,18,19,116,,3,,,
"CSN - Centrala studiestödsnämnden",https://www.linkedin.com/company/csn-centrala-studiestodsnamnden,Very High,48,49,116,,,,,
"Fryshuset",https://www.linkedin.com/company/fryshuset,Very High,245,247,116,,7,,,
"Areco",https://www.linkedin.com/company/areco-steel,Medium,34,12,115,,,,,
"Twilio",https://www.linkedin.com/company/twilio-inc-,Very Low,,,115,,,,,
"Kommunals a-kassa",https://www.linkedin.com/company/kommunals-a-kassa,High,23,19,114,,,,,
"European AIDS Treatment Group",https://www.linkedin.com/company/european-aids-treatment-group,High,22,26,114,,,,,
"Espresso House Group",https://www.linkedin.com/company/espresso-house,Very High,172,176,114,,4,,,
"City Gross",https://www.linkedin.com/company/city-gross,High,34,38,114,,,,,
"Fortnox AB",https://www.linkedin.com/company/fortnox,Very High,113,118,114,,5,,,
"Marks kommun",https://www.linkedin.com/company/marks-kommun,Very High,141,141,114,,,,,
"Svenska kraftnät",https://www.linkedin.com/company/svenska-kraftnat,Very High,64,61,114,,4,,,
"Sparbanken Syd",https://www.linkedin.com/company/sparbanken-syd,Very High,178,187,113,,6,,,
"Friskis&Svettis",https://www.linkedin.com/company/friskis-svettis-riks,Very High,59,62,113,,11,,,
"NKT",https://www.linkedin.com/company/nkt-cables,Very High,78,78,113,,,,,
"Norwegian",https://www.linkedin.com/company/norwegian-air-shuttle,Very High,95,95,113,,,,,
"AkzoNobel",https://www.linkedin.com/company/akzonobel,Very High,67,67,113,,17,,,
"Sogeti",https://www.linkedin.com/company/sogeti,Very High,68,62,113,,6,,,
"Skånes Fotbollförbund",https://www.linkedin.com/company/skånes-fotbollförbund,Very High,152,152,112,,8,,,
"MilDef",https://www.linkedin.com/company/mildef-group,High,25,19,112,,,,,
"Nytida",https://www.linkedin.com/company/nytida,Very High,158,176,112,,8,,,
"Komvux",https://www.linkedin.com/company/komvux,Very High,205,191,112,3,10,,,
"Moll Wendén Advokatbyrå",https://www.linkedin.com/company/moll-wenden-advokatbyra,Very High,58,58,112,3,14,,,
"LFV",https://www.linkedin.com/company/lfv,Very High,130,134,112,,6,,,
"Lund International School",https://www.linkedin.com/company/lund-international-school,Very High,94,93,111,,,,,
"Consafe Logistics Group",https://www.linkedin.com/company/consafe-logistics,Very High,46,52,111,,,,,
"Region Östergötland",https://www.linkedin.com/company/region-ostergotland,High,35,36,111,,3,,,
"SVT",https://www.linkedin.com/company/svt,Very High,283,291,111,,7,,,
"Camurus",https://www.linkedin.com/company/camurus,High,35,36,110,,3,,,
"Egen verksamhet",https://www.linkedin.com/company/egen-verksamhet,Medium,9,11,110,,3,,,
"Stenungsunds kommun",https://www.linkedin.com/company/stenungsunds-kommun,High,27,29,110,,5,,,
"Praktiska Gymnasiet",https://www.linkedin.com/company/praktiska-gymnasiet,Very High,123,128,109,,9,,,
"Myndigheten för tillgängliga medier",https://www.linkedin.com/company/myndigheten-för-tillgängliga-medier,Very High,146,150,109,,5,,,
"Forvis Mazars in Sweden",https://www.linkedin.com/company/forvismazars-sweden,High,21,17,109,,9,,,
"TePe Oral Hygiene Products",https://www.linkedin.com/company/tepe-oral-hygiene-products,Very High,139,151,109,,8,,,
"Vårdförbundet",https://www.linkedin.com/company/vardforbundet,Medium,6,6,109,3,6,,,
"Stockholm School of Business",https://www.linkedin.com/company/stockholm-school-of-business,Very High,121,123,108,,7,,,
"Hermods Yrkeshögskola",https://www.linkedin.com/company/hermodsyh,Very High,62,63,108,,9,,,
"Företagsdata i Åhus AB",https://www.linkedin.com/company/f-retagsdata-i-hus-ab,Very Low,,,108,,,,,
"Bosch Nordic",https://www.linkedin.com/company/bosch-nordic,Low,4,4,108,,,,,
"Bioglan AB",https://www.linkedin.com/company/bioglan-ab,Very High,93,92,108,,7,,,
"Eletive",https://www.linkedin.com/company/eletive,Very High,91,103,107,,,,,
"Sundsvalls kommun",https://www.linkedin.com/company/sundsvalls-kommun,Very High,34,37,107,,3,,,
"Kappahl Group",https://www.linkedin.com/company/kappahl-group,Medium,11,11,107,,,,,
"Evidensia Djursjukvård",https://www.linkedin.com/company/evidensia-djursjukvard,Very Low,,,106,,,,,
"Vikinor",https://www.linkedin.com/company/vikinor,Very Low,,,106,,,,,
"Karolinska Universitetssjukhuset",https://www.linkedin.com/company/karolinska-university-hospital,Very High,80,71,106,,3,,,
"Fastighets AB Balder",https://www.linkedin.com/company/fastighetsabbalder,Very High,127,132,105,,,,,
"Emendo Consulting Group",https://www.linkedin.com/company/emendoconsulting,Very Low,,,105,,,,,
"Bjurfors",https://www.linkedin.com/company/bjurfors,Medium,8,8,105,,5,,,
"Lernia",https://www.linkedin.com/company/lernia-ab,Very High,56,58,105,3,8,,,
"Högskolan i Borås",https://www.linkedin.com/company/hogskolan-i-boras,Very High,57,58,105,,9,,,
"Kosli",https://www.linkedin.com/company/kosli-dev,Very Low,,,104,,,,,
"Visit Skåne AB",https://www.linkedin.com/company/visit-skane-ab,Very High,130,163,104,,9,,,
"Ibsen Photonics",https://www.linkedin.com/company/ibsen-photonics,Very Low,,,104,,,,,
"SenzaGen",https://www.linkedin.com/company/senzagen,Very Low,,,103,,,,,
"Helsingborgs tingsrätt",https://www.linkedin.com/company/helsingborgstingsratt,High,22,22,103,,3,,,
"AkkaFRAKT",https://www.linkedin.com/company/akkafrakt,Very High,44,44,103,,3,,,
"Sigma Connectivity Engineering",https://www.linkedin.com/company/sigma-connectivity-engineering,Very Low,3,,102,,,,,
"Handelshögskolan vid Göteborgs universitet",https://www.linkedin.com/company/school-of-business-economics-and-law-at-the-university-of-gothenburg,High,9,9,102,4,8,,,
"CIRCLE, Lund University",https://www.linkedin.com/company/circle-lund-university,Medium,11,11,102,,,,,
"Castellum",https://www.linkedin.com/company/castellum-ab,Very High,301,330,102,,7,,,
"Jordbruksverket",https://www.linkedin.com/company/jordbruksverket,Very High,59,67,102,,5,,,
"Handelskammaren / Sydsvenska Industri- och Handelskammaren",https://www.linkedin.com/company/handelskammaren-sydsvenska-industri--och-handelskammaren,Very High,30,30,102,,9,,,
"Domstolsverket",https://www.linkedin.com/company/domstolsverket,High,23,20,102,,5,,,
"Täby kommun",https://www.linkedin.com/company/tabykommun,Very High,71,74,102,,,,,
"Vinge",https://www.linkedin.com/company/vinge,Very High,62,66,102,,,,,
"Statens servicecenter",https://www.linkedin.com/company/statens-servicecenter,Very High,159,163,101,,,,,
"Wismo Group Sverige",https://www.linkedin.com/company/wismo-group-sverige,Very High,34,34,101,,3,,,
"Position Green",https://www.linkedin.com/company/position-green,Very High,54,55,101,,4,,,
"Allakando",https://www.linkedin.com/company/allakando,Very High,670,630,101,,,,,
"Ulricehamns kommun",https://www.linkedin.com/company/ulricehamns-kommun,High,24,28,101,,,,,
"Bästa Kompisar Reklambyrå",https://www.linkedin.com/company/bastakompisar,Very Low,,,101,,,,,
"Kronans Apotek",https://www.linkedin.com/company/kronans-apotek,High,17,16,101,,,,,
"Tele2",https://www.linkedin.com/company/tele2,Very High,44,40,101,,3,,,
"Västerbo Social Omsorg AB",https://www.linkedin.com/company/västerbo-social-omsorg-ab,Very High,135,134,100,,9,,,
"Region Västerbotten",https://www.linkedin.com/company/regionvasterbotten,Very High,56,62,100,,,,,
"Skövde kommun",https://www.linkedin.com/company/skovde-kommun,Very High,35,33,100,,4,,,
"Telenor",https://www.linkedin.com/company/telenor-group,Very High,81,74,100,,,,,
"Scantox Group",https://www.linkedin.com/company/scantox,Very Low,,,99,,,,,
"Qvantum Sverige",https://www.linkedin.com/company/qvantum-sverige,Very High,47,51,99,,3,,,
"A.P. Moller - Maersk",https://www.linkedin.com/company/maersk-group,Low,3,3,99,,,,,
"Visma",https://www.linkedin.com/company/visma,Very High,126,134,99,,8,,,
"Inspektionen för vård och omsorg, IVO",https://www.linkedin.com/company/ivo-sverige,Very High,35,35,98,4,10,,,
"Granngården AB",https://www.linkedin.com/company/granngarden-ab,Very High,52,53,98,,5,,,
